Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,Seeds_estimate,Seeds_counted_including_estimated,fruit_length,Branch ,Comments,Seeds_model_OR_direct_count,Seeds_model_from_fruits_at least_5mm,Seeds_final
I15,37,2,hp,1,9,,,36,0,,17,16.57814,16.57814
I15,37,3,hp,1,8,,,46,0,,23,23.04594,23.04594
I15,37,1,n,0,0,,0,0,0,,0,0,0
I15,37,1,hp,1,,,,44,0,,22,21.75238,21.75238
I15,37,4,c,1,,,,38,0,,18,17.8717,17.8717
I15,37,5,hp,1,,,,51,0,,26,26.27984,26.27984
I15,37,6,c,1,,,,57,0,,30,30.16052,30.16052
I15,38,2,n,0,24,,24,44,0,,24,21.75238,24
I15,38,3,n,0,22,,22,42,0,,22,20.45882,22
I15,38,1,c,0,11,,11,32,0,,11,13.99102,11
I15,38,5,c,1,9,,,45,0,,22,22.39916,22.39916
I15,38,3,hp,0,0,,0,0,0,,0,0,0
I15,38,4,c,0,0,,0,8,0,,0,-1.5317,0
I15,38,1,n,0,0,,0,4,0,,0,0,0
I15,38,2,hp,1,,,,11,0,,0,0.40864,0.40864
I15,39,2,c,1,13,,,46,0,,23,23.04594,23.04594
I15,39,5,n,1,8,,,48,0,,24,24.3395,24.3395
I15,39,7,c,0,0,,0,0,0,,0,0,0
I15,39,2,n,0,0,,0,6,0,,0,-2.82526,0
I15,39,4,n,0,0,,0,0,0,,0,0,0
I15,39,1,hp,1,,,,38,0,,18,17.8717,17.8717
I15,39,3,c,1,,,,49,0,,25,24.98628,24.98628
I15,39,4,hp,1,,,,46,0,,23,23.04594,23.04594
I15,39,5,hp,1,,,,44,0,,22,21.75238,21.75238
I15,39,6,c,1,,,,44,0,,22,21.75238,21.75238
I15,39,8,hp,1,,,,44,0,,22,21.75238,21.75238
I15,39,9,c,1,,,,27,0,,11,10.75712,10.75712
I15,39,10,hp,1,,,,45,0,,22,22.39916,22.39916
I15,39,1,n,1,,,,29,0,,12,12.05068,12.05068
I15,39,3,n,1,,,,50,0,,26,25.63306,25.63306
I15,41,5,hp,0,25,,25,60,0,,25,32.10086,25
I15,41,1,c,1,20,22,22,39,0,,19,18.51848,20
I15,41,4,hp,1,20,,,59,0,,31,31.45408,31.45408
I15,41,3,n,1,15,,,46,0,,23,23.04594,23.04594
I15,41,7,hp,1,12,,,59,0,,31,31.45408,31.45408
I15,41,2,hp,1,9,,,47,0,,24,23.69272,23.69272
I15,41,3,c,0,8,,8,40,0,,8,19.16526,8
I15,41,6,c,1,7,,,63,0,,34,34.0412,34.0412
I15,41,8,c,0,5,,5,31,0,,5,13.34424,5
I15,41,9,hp,0,5,,5,13,1,,5,1.7022,5
I15,41,2,n,1,3,,,45,0,,22,22.39916,22.39916
I15,41,10,c,1,1,,,29,1,,12,12.05068,12.05068
I15,41,5,n,0,1,,1,18,0,,1,4.9361,1
I15,41,1,n,0,0,,0,0,0,,0,0,0
I15,41,4,n,0,0,,0,0,0,,0,0,0
I15,45,10,c,0,31,,31,54,1,,31,28.22018,31
I15,45,2,n,1,29,,,59,0,,31,31.45408,31.45408
I15,45,3,c,0,28,,28,53,0,,28,27.5734,28
I15,45,9,hp,0,25,,25,52,1,,25,26.92662,25
I15,45,1,c,1,24,,,50,0,,26,25.63306,25.63306
I15,45,4,n,0,24,,24,54,0,,24,28.22018,24
I15,45,4,c,1,23,,,51,0,,26,26.27984,26.27984
I15,45,6,hp,1,23,,,53,0,,28,27.5734,27.5734
I15,45,3,n,1,23,,,58,0,,31,30.8073,30.8073
I15,45,2,hp,1,22,,,52,0,,27,26.92662,26.92662
I15,45,8,c,1,2,,,59,1,,31,31.45408,31.45408
I15,45,1,n,0,0,,0,0,0,,0,0,0
I15,45,5,n,0,0,,0,4,0,,0,0,0
I15,45,5,hp,1,,,,56,0,,30,29.51374,29.51374
I15,45,7,hp,1,,,,53,0,,28,27.5734,27.5734
I15,46,1,n,1,17,,,72,0,,40,39.86222,39.86222
I15,46,1,hp,1,2,4,4,15,0,,3,2.99576,2.99576
I15,46,2,c,0,0,,0,0,0,,0,0,0
I15,46,4,hp,0,0,,0,0,0,,0,0,0
I15,46,2,n,0,0,,0,10,0,,0,-0.23814,0
I15,47,4,c,0,22,,22,62,0,,22,33.39442,22
I15,47,3,hp,0,19,,19,45,0,,19,22.39916,19
I15,47,1,n,0,17,,17,46,0,,17,23.04594,17
I15,47,3,n,0,13,,13,36,0,,13,16.57814,13
I15,47,2,n,0,4,,4,12,0,,4,1.05542,4
I15,47,1,hp,0,0,,0,3,0,,0,0,0
I15,47,5,c,0,0,,0,0,1,,0,0,0
I15,47,2,c,1,,,,61,0,,33,32.74764,32.74764
I15,47,6,hp,1,,,,58,1,,31,30.8073,30.8073
I15,48,4,c,0,39,,39,62,0,,39,33.39442,39
I15,48,5,n,0,36,,36,56,0,,36,29.51374,36
I15,48,2,hp,0,34,,34,51,0,,34,26.27984,34
I15,48,3,hp,0,32,,32,52,0,,32,26.92662,32
I15,48,1,c,0,13,,13,22,0,,13,7.52322,13
I15,48,6,c,0,13,,13,30,1,,13,12.69746,13
I15,48,2,n,1,11,13,13,27,0,,11,10.75712,11
I15,48,10,hp,0,6,,6,18,1,,6,4.9361,6
I15,48,3,n,0,6,,6,19,0,,6,5.58288,6
I15,48,7,hp,0,5,,5,10,1,,5,-0.23814,5
I15,48,5,hp,0,2,,2,6,1,,2,-2.82526,2
I15,48,9,c,0,0,,0,4,1,,0,0,0
I15,48,4,n,0,0,,0,11,0,,0,0.40864,0
I15,48,1,n,1,,,,9,0,,-1,-0.88492,0
I15,49,1,n,0,20,,20,40,0,,20,19.16526,20
I15,49,3,n,0,19,,19,38,1,,19,17.8717,19
I15,49,5,c,1,14,21,,42,1,,20,20.45882,20.45882
I15,49,7,hp,1,14,,14,39,1,,19,18.51848,18.51848
I15,49,2,n,0,14,,14,33,1,,14,14.6378,14
I15,49,3,c,1,8,,,45,1,,22,22.39916,22.39916
I15,49,4,n,0,5,,5,19,1,,5,5.58288,5
I15,49,8,c,1,4,,,39,1,,19,18.51848,18.51848
I15,49,6,hp,1,3,,,44,1,,22,21.75238,21.75238
I15,49,5,n,0,2,,2,9,1,,2,-0.88492,2
I15,49,9,hp,0,0,,0,0,1,,0,0,0
I15,49,10,c,0,0,,0,0,1,,0,0,0
I15,49,1,c,1,,,,51,0,,26,26.27984,26.27984
I15,49,2,hp,1,,,,53,0,,28,27.5734,27.5734
I15,49,4,hp,1,,,,47,1,,24,23.69272,23.69272
I15,50,8,c,1,38,,,61,1,,33,32.74764,38
I15,50,1,c,0,36,,36,73,0,,36,40.509,36
I15,50,2,hp,1,27,35,,64,0,,35,34.68798,34.68798
I15,50,5,c,0,15,,15,55,1,,15,28.86696,15
I15,50,6,hp,1,8,,,57,1,,30,30.16052,30.16052
I15,50,4,hp,1,6,12,,35,0,,16,15.93136,15.93136
I15,50,3,c,1,3,,,57,0,,30,30.16052,30.16052
I15,50,7,c,0,0,,0,4,1,,0,0,0
I15,51,1,n,0,10,,10,40,0,,10,19.16526,10
I15,51,2,c,0,4,,4,20,0,,4,6.22966,4
I15,51,4,hp,1,1,,,29,0,,12,12.05068,12.05068
I15,51,2,n,1,1,,,38,0,,18,17.8717,17.8717
I15,51,3,hp,0,0,,0,0,0,,0,0,0
I15,51,6,c,0,0,,0,0,0,,0,0,0
I15,51,3,n,0,0,,0,0,0,,0,0,0
I15,52,3,n,0,39,,39,46,0,,39,23.04594,39
I15,52,5,n,0,38,,38,49,0,,38,24.98628,38
I15,52,7,c,0,36,,36,66,0,,36,35.98154,36
I15,52,3,hp,0,35,,35,64,0,,35,34.68798,35
I15,52,4,c,0,35,,35,64,0,,35,34.68798,35
I15,52,2,c,0,34,,34,51,0,,34,26.27984,34
I15,52,1,n,0,31,,31,38,0,,31,17.8717,31
I15,52,1,c,0,27,,27,43,0,,27,21.1056,27
I15,52,4,n,1,27,,27,49,0,,25,24.98628,27
I15,52,11,c,0,26,,26,44,1,,26,21.75238,26
I15,52,6,n,0,20,,20,32,0,,20,13.99102,20
I15,52,2,n,0,17,,17,37,0,,17,17.22492,17
I15,52,10,hp,0,16,,16,35,1,,16,15.93136,16
I15,52,8,hp,0,11,,11,30,0,,11,12.69746,11
I15,52,6,hp,0,9,,9,29,0,,9,12.05068,9
I15,52,5,hp,0,0,,0,0,0,,0,0,0
I15,52,9,c,0,0,,0,1,0,,0,0,0
I15,53,4,hp,0,42,,42,60,0,,42,32.10086,42
I15,53,3,n,0,42,,42,68,0,,42,37.2751,42
I15,53,2,hp,0,39,,39,56,0,,39,29.51374,39
I15,53,3,c,1,37,40,40,60,0,,32,32.10086,37
I15,53,1,c,0,33,,33,41,0,,33,19.81204,33
I15,53,8,c,0,29,,29,55,1,,29,28.86696,29
I15,53,4,n,0,26,,26,45,1,,26,22.39916,26
I15,53,5,c,0,19,,19,50,0,,19,25.63306,19
I15,53,6,hp,1,15,17,17,35,0,,16,15.93136,15.93136
I15,53,2,n,0,14,,14,29,0,,14,12.05068,14
I15,53,1,n,0,3,,3,12,0,,3,1.05542,3
I15,53,7,hp,0,0,,0,0,1,,0,0,0
I15,54,5,hp,0,33,,33,51,0,,33,26.27984,33
I15,54,10,c,1,32,34,34,55,0,,29,28.86696,32
I15,54,1,n,1,29,30,30,43,0,,21,21.1056,29
I15,54,7,hp,1,28,35,,52,0,,27,26.92662,28
I15,54,8,c,0,28,,28,57,0,,28,30.16052,28
I15,54,1,c,0,27,,27,44,0,,27,21.75238,27
I15,54,3,hp,1,26,29,29,49,0,,25,24.98628,26
I15,54,2,n,1,26,30,30,43,0,,21,21.1056,26
I15,54,4,hp,1,21,,,58,0,,31,30.8073,30.8073
I15,54,6,hp,0,21,,21,43,0,,21,21.1056,21
I15,54,3,n,1,21,31,,50,0,,26,25.63306,25.63306
I15,54,2,c,1,20,,20,45,0,,22,22.39916,22.39916
I15,54,5,n,1,20,27,,38,0,,18,17.8717,20
I15,54,4,n,1,18,,18,40,0,,19,19.16526,19.16526
I15,55,5,c,1,24,31,,45,0,,22,22.39916,24
I15,55,2,n,0,24,,24,37,0,,24,17.22492,24
I15,55,6,hp,1,22,28,28,46,0,,23,23.04594,23.04594
I15,55,4,c,1,21,25,25,40,0,,19,19.16526,21
I15,55,7,hp,1,19,,,43,0,,21,21.1056,21.1056
I15,55,8,c,1,17,18,18,44,0,,22,21.75238,21.75238
I15,55,3,n,1,17,21,21,36,0,,17,16.57814,17
I15,55,3,hp,1,15,20,20,39,0,,19,18.51848,18.51848
I15,55,4,n,1,15,,15,43,0,,21,21.1056,21.1056
I15,55,2,hp,1,8,15,,31,0,,13,13.34424,13.34424
I15,55,1,n,0,6,,6,16,0,,6,3.64254,6
I15,55,1,c,0,2,,2,13,0,,2,1.7022,2
I15,56,4,n,0,37,,37,57,0,,37,30.16052,37
I15,56,8,c,0,33,,33,63,0,,33,34.0412,33
I15,56,3,n,0,28,,28,56,0,,28,29.51374,28
I15,56,7,hp,0,27,,27,57,0,,27,30.16052,27
I15,56,6,hp,1,24,30,30,60,0,,32,32.10086,32.10086
I15,56,5,c,1,22,31,,61,0,,33,32.74764,32.74764
I15,56,2,n,0,19,,19,45,0,,19,22.39916,19
I15,56,2,hp,0,18,,18,41,0,,18,19.81204,18
I15,56,9,c,0,15,,15,41,1,,15,19.81204,15
I15,56,10,hp,0,8,,8,27,1,,8,10.75712,8
I15,56,3,hp,1,4,,,61,0,,33,32.74764,32.74764
I15,56,1,n,1,4,,,28,0,,11,11.4039,11.4039
I15,56,4,c,1,3,,,60,0,,32,32.10086,32.10086
I15,56,5,n,0,0,,0,0,0,,0,0,0
I15,56,1,c,1,,,,57,0,,30,30.16052,30.16052
I15,57,9,hp,1,34,39,39,59,0,,31,31.45408,34
I15,57,2,n,1,33,37,37,63,0,,34,34.0412,34.0412
I15,57,3,n,0,30,,30,56,0,,30,29.51374,30
I15,57,8,hp,0,28,,28,42,1,,28,20.45882,28
I15,57,5,hp,1,27,29,29,49,0,,25,24.98628,27
I15,57,4,n,1,25,33,,51,1,,26,26.27984,26.27984
I15,57,6,c,1,23,31,,53,0,,28,27.5734,27.5734
I15,57,1,n,1,20,,,38,0,,18,17.8717,20
I15,57,4,c,1,11,,,53,0,,28,27.5734,27.5734
I15,57,2,hp,1,9,,,55,0,,29,28.86696,28.86696
I15,57,7,c,0,7,,7,22,1,,7,7.52322,7
I15,57,1,c,0,0,,0,1,0,,0,0,0
I15,57,3,hp,1,,,,56,0,,30,29.51374,29.51374
I15,58,2,n,1,8,,,42,0,,20,20.45882,20.45882
I15,58,1,n,1,7,8,8,29,1,,12,12.05068,12.05068
I15,58,3,c,1,6,14,,29,0,,12,12.05068,12.05068
I15,58,6,hp,1,5,10,10,35,0,,16,15.93136,15.93136
I15,58,3,n,1,4,,,48,0,,24,24.3395,24.3395
I15,58,1,hp,0,3,,3,7,0,,3,-2.17848,3
I15,58,5,n,0,3,,3,31,0,,3,13.34424,3
I15,58,8,hp,0,2,,2,12,1,,2,1.05542,2
I15,58,9,c,1,2,,,22,1,,8,7.52322,7.52322
I15,58,2,hp,0,0,,0,0,0,,0,0,0
I15,58,4,c,0,,,,46,0,,0,23.04594,0
I15,58,5,c,0,,,,47,0,,0,23.69272,0
I15,58,7,c,1,,,,29,1,,12,12.05068,12.05068
I15,58,10,hp,1,,,,25,1,,9,9.46356,9.46356
I15,58,4,n,1,,,,37,0,,17,17.22492,17.22492
I15,59,1,c,0,40,,40,67,0,,40,36.62832,40
I15,59,2,n,0,29,,29,55,0,,29,28.86696,29
I15,59,2,hp,0,22,,22,47,0,,22,23.69272,22
I15,59,1,n,0,8,,8,23,0,,8,8.17,8
I15,59,3,hp,0,0,,0,0,0,,0,0,0
I15,59,4,c,0,0,,0,0,0,,0,0,0
I15,60,4,c,0,15,,15,39,0,,15,18.51848,15
I15,60,3,hp,1,14,15,15,50,0,,26,25.63306,25.63306
I15,60,1,c,0,12,,12,45,0,,12,22.39916,12
I15,60,2,hp,0,12,,12,51,0,,12,26.27984,12
I15,60,1,n,0,8,,8,25,0,,8,9.46356,8
I16,61,1,c,0,42,,42,62,0,,42,25.31643,42
I16,61,5,hp,1,40,42,42,60,0,,24,24.19275,40
I16,61,3,c,1,39,41,41,57,0,,23,22.50723,39
I16,61,6,hp,0,30,,30,57,0,,30,22.50723,30
I16,61,7,hp,0,27,,27,55,0,,27,21.38355,27
I16,61,2,c,0,23,,23,54,0,,23,20.82171,23
I16,61,2,n,0,18,,18,54,0,,18,20.82171,18
I16,61,4,c,0,17,,17,49,0,,17,18.01251,17
I16,61,3,n,0,12,,12,46,0,,12,16.32699,12
I16,61,1,n,0,9,,9,44,0,,9,15.20331,9
I16,61,8,hp,0,0,,0,2,0,,0,0,0
I16,61,4,n,0,0,,0,31,0,,0,7.89939,0
I16,62,3,hp,1,31,,,49,1,,18,18.01251,31
I16,62,1,hp,1,26,,,55,0,,21,21.38355,26
I16,62,1,n,0,25,,25,53,0,,25,20.25987,25
I16,62,3,n,0,16,,16,38,0,,16,11.83227,16
I16,62,2,c,1,15,,,44,0,,15,15.20331,15.20331
I16,62,5,c,0,13,,13,32,1,,13,8.46123,13
I16,62,6,hp,1,6,,,30,1,,7,7.33755,7.33755
I16,62,2,n,0,4,,4,20,0,,4,1.71915,4
I16,62,4,c,1,3,,,16,1,,-1,-0.52821,3
I16,64,2,hp,0,24,,24,54,0,,24,20.82171,24
I16,64,5,hp,0,21,,21,49,1,,21,18.01251,21
I16,64,1,n,0,13,,13,40,0,,13,12.95595,13
I16,64,2,n,1,9,,,33,1,,9,9.02307,9.02307
I16,64,1,c,1,7,,,55,0,,21,21.38355,21.38355
I16,64,6,hp,1,5,,,44,1,,15,15.20331,15.20331
I16,64,7,c,0,1,,1,10,1,,1,-3.89925,1
I16,64,3,n,0,0,,0,7,1,,0,-5.58477,0
I16,64,3,hp,1,,,,34,0,,10,9.58491,9.58491
I16,64,4,c,1,,,,52,1,,20,19.69803,19.69803
I16,65,1,n,0,12,,12,37,0,,12,11.27043,12
I16,65,3,hp,1,9,,,33,0,,9,9.02307,9.02307
I16,65,2,n,0,8,,8,35,0,,8,10.14675,8
I16,65,2,hp,0,4,,4,23,0,,4,3.40467,4
I16,65,3,n,0,2,,2,25,0,,2,4.52835,2
I16,65,4,c,0,1,,1,10,0,,1,-3.89925,1
I16,65,1,c,0,0,,0,0,0,,0,0,0
I16,65,5,c,0,0,,0,3,0,,0,0,0
I16,66,4,c,0,19,,19,69,0,,19,29.24931,19
I16,66,6,hp,1,11,,,55,0,,21,21.38355,21.38355
I16,66,5,hp,1,8,,,67,0,,28,28.12563,28.12563
I16,66,2,hp,1,2,,,60,0,,24,24.19275,24.19275
I16,66,3,c,1,2,,,57,0,,23,22.50723,22.50723
I16,66,7,c,0,1,,1,11,0,,1,-3.33741,1
I16,66,8,hp,0,0,,0,8,0,,0,-5.02293,0
I16,66,9,c,0,0,,0,0,0,,0,0,0
I16,66,1,hp,1,,,,64,0,,26,26.44011,26.44011
I16,67,3,c,1,26,,,65,0,,27,27.00195,27.00195
I16,67,6,hp,1,23,,,61,0,,25,24.75459,24.75459
I16,67,8,c,1,22,,,68,0,,29,28.68747,28.68747
I16,67,9,hp,1,11,,,56,0,,22,21.94539,21.94539
I16,67,1,c,1,9,,,60,0,,24,24.19275,24.19275
I16,67,7,hp,1,5,,,59,0,,24,23.63091,23.63091
I16,67,4,hp,1,4,,,55,0,,21,21.38355,21.38355
I16,67,5,hp,0,0,,0,12,0,,0,-2.77557,0
I16,67,10,c,0,0,,0,11,0,,0,-3.33741,0
I16,67,2,c,1,,,,69,0,,29,29.24931,29.24931
I16,68,8,hp,1,38,,,65,0,,27,27.00195,38
I16,68,9,c,1,29,,,62,0,,25,25.31643,29
I16,68,5,hp,1,24,,,62,0,,25,25.31643,25.31643
I16,68,4,hp,0,9,,9,25,0,,9,4.52835,9
I16,68,7,c,1,6,,,24,0,,4,3.96651,6
I16,68,6,c,1,4,,,31,0,,8,7.89939,7.89939
I16,68,1,c,1,2,,,52,0,,20,19.69803,19.69803
I16,69,1,n,0,33,,33,60,0,,33,24.19275,33
I16,69,5,hp,1,25,27,27,58,0,,23,23.06907,25
I16,69,3,n,0,23,,23,51,0,,23,19.13619,23
I16,69,2,c,1,21,26,26,58,0,,23,23.06907,23.06907
I16,69,4,hp,0,20,,20,63,0,,20,25.87827,20
I16,69,3,c,0,18,,18,62,0,,18,25.31643,18
I16,69,2,n,0,18,,18,44,0,,18,15.20331,18
I16,69,1,c,1,14,,,59,0,,24,23.63091,23.63091
I16,69,6,hp,1,12,,,26,0,,5,5.09019,12
I16,69,7,hp,0,0,,0,5,0,,0,-6.70845,0
I16,70,2,n,1,12,,,41,0,,14,13.51779,13.51779
I16,70,1,c,1,11,,,57,0,,23,22.50723,22.50723
I16,70,3,n,1,8,,,58,0,,23,23.06907,23.06907
I16,70,3,hp,1,2,,,41,0,,14,13.51779,13.51779
I16,70,5,hp,1,1,,,59,0,,24,23.63091,23.63091
I16,70,1,n,1,,,,60,0,,24,24.19275,24.19275
I16,71,2,n,1,24,,,60,0,,24,24.19275,24.19275
I16,71,1,c,0,20,,20,48,0,,20,17.45067,20
I16,71,1,n,0,17,,17,43,0,,17,14.64147,17
I16,71,4,n,0,15,,15,32,0,,15,8.46123,15
I16,71,5,n,0,14,,14,41,0,,14,13.51779,14
I16,71,4,hp,0,12,,12,45,0,,12,15.76515,12
I16,71,6,hp,0,11,,11,35,1,,11,10.14675,11
I16,71,9,c,1,7,,,34,1,,10,9.58491,9.58491
I16,71,3,hp,0,6,,6,24,0,,6,3.96651,6
I16,71,5,c,0,6,,6,24,1,,6,3.96651,6
I16,71,3,n,1,6,,,56,0,,22,21.94539,21.94539
I16,71,2,c,0,3,,3,40,0,,3,12.95595,3
I16,71,7,hp,0,2,,2,22,1,,2,2.84283,2
I16,71,8,c,0,0,,0,31,1,,0,7.89939,0
I16,71,10,hp,1,,,,31,1,,8,7.89939,7.89939
I16,72,4,c,0,21,,21,56,0,,21,21.94539,21
I16,72,3,c,1,18,,,61,0,,25,24.75459,24.75459
I16,72,7,hp,1,18,,,58,0,,23,23.06907,23.06907
I16,72,2,c,1,17,,,54,0,,21,20.82171,20.82171
I16,72,6,hp,1,10,,,60,0,,24,24.19275,24.19275
I16,72,1,n,1,8,,,44,0,,15,15.20331,15.20331
I16,72,4,n,0,8,,8,31,0,,8,7.89939,8
I16,72,8,hp,1,7,,,58,0,,23,23.06907,23.06907
I16,72,2,n,1,6,,,53,0,,20,20.25987,20.25987
I16,72,1,c,1,5,,,58,0,,23,23.06907,23.06907
I16,72,5,hp,1,5,,,58,0,,23,23.06907,23.06907
I16,72,10,hp,0,5,,5,16,0,,5,-0.52821,5
I16,72,5,n,0,5,,5,22,0,,5,2.84283,5
I16,72,9,c,1,,,,33,0,,9,9.02307,9.02307
I16,72,3,n,1,,,,60,0,,24,24.19275,24.19275
I16,73,5,hp,0,21,,21,49,0,,21,18.01251,21
I16,73,1,c,1,20,,,44,0,,15,15.20331,20
I16,73,4,hp,1,20,,,54,0,,21,20.82171,20.82171
I16,73,3,hp,1,19,,,49,0,,18,18.01251,19
I16,73,2,hp,1,17,,,50,0,,19,18.57435,18.57435
I16,73,8,c,1,17,23,23,48,0,,17,17.45067,17.45067
I16,73,5,n,1,14,,,35,0,,10,10.14675,14
I16,73,3,n,1,11,,,49,0,,18,18.01251,18.01251
I16,73,10,hp,1,8,,,43,0,,15,14.64147,14.64147
I16,73,2,n,0,8,,8,19,0,,8,1.15731,8
I16,73,1,n,0,6,,6,42,0,,6,14.07963,6
I16,73,4,n,1,6,,,37,0,,11,11.27043,11.27043
I16,73,6,c,1,2,,,32,0,,8,8.46123,8.46123
I16,73,7,c,1,1,,,25,0,,5,4.52835,4.52835
I16,73,9,c,0,0,,0,6,0,,0,-6.14661,0
I16,74,3,n,0,42,,42,71,0,,42,30.37299,42
I16,74,2,n,0,27,,27,59,0,,27,23.63091,27
I16,74,4,n,0,22,,22,50,0,,22,18.57435,22
I16,74,5,hp,1,20,,,62,0,,25,25.31643,25.31643
I16,74,1,c,1,18,,,64,0,,26,26.44011,26.44011
I16,74,6,c,1,18,,,43,0,,15,14.64147,18
I16,74,2,c,1,15,,,66,0,,28,27.56379,27.56379
I16,74,3,hp,1,14,,,61,0,,25,24.75459,24.75459
I16,74,1,n,0,7,,7,38,0,,7,11.83227,7
I16,74,4,hp,0,0,,0,12,0,,0,-2.77557,0
I16,74,7,hp,0,0,,0,0,1,,0,0,0
I16,74,8,c,1,,,,40,1,,13,12.95595,12.95595
I16,75,1,n,0,18,,18,53,0,,18,20.25987,18
I16,75,4,n,0,8,,8,25,0,,8,4.52835,8
I16,75,3,n,0,6,,6,43,0,,6,14.64147,6
I16,75,2,n,0,4,,4,40,0,,4,12.95595,4
I16,75,2,hp,0,3,,3,35,0,,3,10.14675,3
I16,75,4,c,1,3,,,40,0,,13,12.95595,12.95595
I16,75,5,hp,1,1,,,28,0,,6,6.21387,6.21387
I16,75,1,hp,1,,,,39,0,,12,12.39411,12.39411
I16,75,3,c,1,,,,28,0,,6,6.21387,6.21387
I16,75,6,c,1,,,,28,1,,6,6.21387,6.21387
I16,75,7,hp,1,,,,22,1,,3,2.84283,2.84283
I16,75,8,c,1,,,,34,1,,10,9.58491,9.58491
I16,76,1,c,0,13,,13,30,0,,13,7.33755,13
I16,76,3,hp,0,13,,13,45,0,,13,15.76515,13
I16,76,3,n,0,11,,11,44,0,,11,15.20331,11
I16,76,2,hp,1,9,,,48,0,,17,17.45067,17.45067
I16,76,1,n,1,6,,,49,0,,18,18.01251,18.01251
I16,76,4,n,0,6,,6,22,0,,6,2.84283,6
I16,76,4,c,0,3,,3,29,0,,3,6.77571,3
I16,76,5,c,0,2,,2,27,0,,2,5.65203,2
I16,76,2,n,1,1,,,24,0,,4,3.96651,3.96651
I16,76,7,hp,1,,,,33,0,,9,9.02307,9.02307
I16,76,8,hp,1,,,,25,0,,5,4.52835,4.52835
I16,77,1,hp,1,22,,,54,0,,21,20.82171,22
I16,77,1,n,0,18,,18,42,0,,18,14.07963,18
I16,77,2,c,0,16,,16,61,0,,16,24.75459,16
I16,77,4,n,0,14,,14,41,1,,14,13.51779,14
I16,77,2,n,0,13,,13,33,0,,13,9.02307,13
I16,77,3,n,0,9,,9,50,1,,9,18.57435,9
I16,77,6,hp,0,8,,8,50,1,,8,18.57435,8
I16,77,7,c,0,6,,6,48,1,,6,17.45067,6
I16,77,4,c,1,3,,,48,0,,17,17.45067,17.45067
I16,77,3,hp,1,2,,,51,0,,19,19.13619,19.13619
I16,77,5,c,0,1,,1,24,1,,1,3.96651,1
I16,79,1,n,0,27,,27,47,0,,27,16.88883,27
I16,79,3,n,0,22,,22,37,0,,22,11.27043,22
I16,79,1,c,0,18,,18,48,0,,18,17.45067,18
I16,79,2,n,0,5,,5,29,0,,5,6.77571,5
I16,79,2,hp,0,3,,3,27,0,,3,5.65203,3
I16,79,3,hp,0,1,,1,18,0,,1,0.59547,1
I16,79,4,c,0,0,,0,0,0,,0,0,0
I16,79,5,c,0,0,,0,10,0,,0,-3.89925,0
I16,79,6,hp,0,0,,0,9,0,,0,-4.46109,0
I16,80,2,n,0,21,,21,46,0,,21,16.32699,21
I16,80,3,hp,1,14,,,64,0,,26,26.44011,26.44011
I16,80,1,c,1,12,16,16,58,0,,23,23.06907,23.06907
I16,80,1,n,0,8,,8,48,0,,8,17.45067,8
I16,80,2,c,1,6,,,52,0,,20,19.69803,19.69803
I16,80,5,c,0,3,,3,55,0,,3,21.38355,3
I16,80,6,hp,1,2,,,56,0,,22,21.94539,21.94539
I16,80,3,n,0,2,,2,27,0,,2,5.65203,2
I16,80,4,hp,1,,,,36,0,,11,10.70859,10.70859
I16,82,2,n,0,44,,44,71,0,,44,30.37299,44
I16,82,1,n,0,37,,37,75,0,,37,32.62035,37
I16,82,8,hp,0,32,,32,55,1,,32,21.38355,32
I16,82,1,hp,1,29,,,63,0,,26,25.87827,29
I16,82,5,c,1,24,,,56,0,,22,21.94539,24
I16,82,9,c,0,23,,23,50,1,,23,18.57435,23
I16,82,5,n,0,22,,22,61,1,,22,24.75459,22
I16,82,3,hp,0,19,,19,51,0,,19,19.13619,19
I16,82,7,hp,1,16,,,49,1,,18,18.01251,18.01251
I16,82,3,n,0,11,,11,30,0,,11,7.33755,11
I16,82,4,n,1,10,,,34,1,,10,9.58491,10
I16,82,4,c,1,8,,,43,0,,15,14.64147,14.64147
I16,82,2,c,1,2,,,49,0,,18,18.01251,18.01251
I16,82,6,c,1,1,,,52,1,,20,19.69803,19.69803
I16,83,3,hp,1,24,,,64,0,,26,26.44011,26.44011
I16,83,1,hp,1,21,,,68,0,,29,28.68747,28.68747
I16,83,1,n,0,19,,19,60,0,,19,24.19275,19
I16,83,2,c,1,17,,,68,0,,29,28.68747,28.68747
I16,83,9,hp,1,17,,,57,1,,23,22.50723,22.50723
I16,83,7,hp,1,15,,,50,1,,19,18.57435,18.57435
I16,83,5,c,1,14,,,55,0,,21,21.38355,21.38355
I16,83,2,n,0,13,,13,52,0,,13,19.69803,13
I16,83,8,c,1,10,,,52,1,,20,19.69803,19.69803
I16,83,5,n,0,9,,9,39,0,,9,12.39411,9
I16,83,6,hp,1,2,,,50,0,,19,18.57435,18.57435
I16,83,4,n,1,2,,,62,0,,25,25.31643,25.31643
I16,83,10,c,1,,,,55,1,,21,21.38355,21.38355
I16,83,3,n,1,,,,61,0,,25,24.75459,24.75459
I16,86,4,n,0,34,,34,68,0,,34,28.68747,34
I16,86,1,n,0,28,,28,73,0,,28,31.49667,28
I16,86,2,n,1,18,,,60,0,,24,24.19275,24.19275
