Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,Seeds_estimate,Seeds_counted_including_estimated,fruit_length,Branch ,Comments,Seeds_model_OR_direct_count,Seeds_model_from_fruits_at least_5mm,Seeds_final
I16,86,3,c,1,16,18,18,48,0,,17,17.45067,17.45067
I16,86,4,hp,1,15,17,17,49,0,,18,18.01251,18.01251
I16,86,2,c,1,13,17,17,44,0,,15,15.20331,15.20331
I16,86,3,n,0,11,,11,31,0,,11,7.89939,11
I16,86,6,c,0,8,,8,31,0,,8,7.89939,8
I16,86,8,hp,0,7,,7,35,0,,7,10.14675,7
I16,86,7,hp,0,6,,6,40,0,,6,12.95595,6
I16,86,5,hp,1,5,7,7,48,0,,17,17.45067,17.45067
I16,86,9,c,0,1,,1,22,0,,1,2.84283,1
I16,86,1,hp,0,0,,0,0,0,,0,0,0
I16,87,2,n,0,5,,5,32,0,,5,8.46123,5
I16,87,3,c,0,3,,3,27,0,,3,5.65203,3
I16,87,2,hp,0,2,,2,6,0,,2,-6.14661,2
I16,87,1,c,0,1,,1,14,0,,1,-1.65189,1
I16,87,4,c,0,0,,0,6,0,,0,-6.14661,0
I16,87,5,hp,0,0,,0,11,0,,0,-3.33741,0
I16,87,6,hp,1,,,,21,0,,2,2.28099,2.28099
I16,87,1,n,0,,,,27,0,,0,5.65203,0
I16,88,3,c,0,28,,28,62,0,,28,25.31643,28
I16,88,2,hp,0,23,,23,56,0,,23,21.94539,23
I16,88,6,c,0,9,,9,42,1,,9,14.07963,9
I16,88,1,c,1,7,,,55,0,,21,21.38355,21.38355
I16,88,2,n,0,7,,7,31,0,,7,7.89939,7
I16,88,1,n,0,6,,6,28,0,,6,6.21387,6
I16,88,3,n,0,6,,6,33,0,,6,9.02307,6
I16,88,4,hp,1,2,,,46,0,,16,16.32699,16.32699
I16,88,5,hp,0,0,,0,0,1,,0,0,0
I16,89,1,n,0,5,,5,30,0,,5,7.33755,5
I16,89,2,n,0,4,,4,21,0,,4,2.28099,4
I16,89,1,c,1,1,,,9,0,,-4,-4.46109,1
I16,89,2,c,0,0,,0,0,0,,0,0,0
I16,89,3,hp,0,0,,0,0,0,,0,0,0
I16,90,3,hp,0,29,,29,51,0,,29,19.13619,29
I16,90,5,hp,0,25,,25,50,0,,25,18.57435,25
I16,90,4,c,1,16,,,54,0,,21,20.82171,20.82171
I16,90,6,c,0,12,,12,54,0,,12,20.82171,12
I16,90,7,hp,0,12,,12,48,0,,12,17.45067,12
I16,90,2,n,0,9,,9,38,0,,9,11.83227,9
I16,90,1,hp,0,8,,8,46,0,,8,16.32699,8
I16,90,5,n,0,7,,7,42,0,,7,14.07963,7
I16,90,9,hp,0,5,,5,30,0,,5,7.33755,5
I16,90,10,c,0,5,,5,28,0,,5,6.21387,5
I16,90,1,n,0,3,,3,44,0,,3,15.20331,3
I16,90,4,n,0,3,,3,23,0,,3,3.40467,3
I16,90,3,n,0,2,,2,35,0,,2,10.14675,2
I16,90,2,c,0,0,,0,31,0,,0,7.89939,0
I16,90,8,c,0,0,,0,7,0,,0,-5.58477,0
I17,91,4,c,1,35,36,36,55,1,,31,30.75426,35
I17,91,1,c,0,34,,34,53,0,,34,29.39854,34
I17,91,2,hp,1,34,40,40,56,0,,31,31.43212,34
I17,91,6,hp,1,28,40,,56,1,,31,31.43212,31.43212
I17,91,3,hp,0,27,,27,47,1,,27,25.33138,27
I17,91,2,n,0,27,,27,51,1,,27,28.04282,27
I17,91,5,c,1,26,36,,50,1,,27,27.36496,27.36496
I17,91,8,hp,1,26,34,,51,1,,28,28.04282,28.04282
I17,91,5,n,1,20,,,56,1,,31,31.43212,31.43212
I17,91,9,c,0,18,,18,45,1,,18,23.97566,18
I17,91,10,hp,1,14,35,,41,1,,21,21.26422,21.26422
I17,91,3,n,0,14,,14,32,1,,14,15.16348,14
I17,91,7,c,0,13,,13,31,0,,13,14.48562,13
I17,91,4,n,1,9,10,10,34,1,,17,16.5192,16.5192
I17,91,1,n,0,6,,6,21,0,,6,7.70702,6
I17,92,3,hp,0,39,,39,53,0,,39,29.39854,39
I17,92,6,c,0,38,,38,53,0,,38,29.39854,38
I17,92,2,c,0,34,,34,49,0,,34,26.6871,34
I17,92,1,c,0,33,,33,46,0,,33,24.65352,33
I17,92,9,hp,0,32,,32,50,1,,32,27.36496,32
I17,92,5,hp,1,31,34,34,49,0,,27,26.6871,31
I17,92,4,hp,1,30,34,34,44,0,,23,23.2978,30
I17,92,8,c,0,24,,24,46,1,,24,24.65352,24
I17,92,7,hp,0,21,,21,35,1,,21,17.19706,21
I17,92,3,n,0,21,,21,51,0,,21,28.04282,21
I17,92,1,n,0,11,,11,57,0,,11,32.10998,11
I17,92,10,c,0,8,,8,28,1,,8,12.45204,8
I17,92,4,n,0,4,,4,32,1,,4,15.16348,4
I17,92,2,n,0,1,,1,6,0,,1,-2.46088,1
I17,92,5,n,0,0,,0,0,1,,0,0,0
I17,93,4,c,0,34,,34,70,0,,34,40.92216,34
I17,93,3,hp,0,33,,33,70,0,,33,40.92216,33
I17,93,1,n,1,29,,,59,0,,33,33.4657,33.4657
I17,93,2,hp,1,28,33,33,51,0,,28,28.04282,28.04282
I17,93,1,hp,1,27,34,,60,0,,34,34.14356,34.14356
I17,93,2,n,1,25,,,54,0,,30,30.0764,30.0764
I17,93,4,n,0,24,,24,57,0,,24,32.10998,24
I17,93,6,c,0,22,,22,67,0,,22,38.88858,22
I17,93,7,hp,0,7,,7, ,1,,7,#VALUE!,7
I17,93,3,n,0,5,,5,24,0,,5,9.7406,5
I17,93,5,c,0,0,,0,0,0,,0,0,0
I17,93,8,c,0,0,,0, ,1,,0,#VALUE!,0
I17,93,9,hp,0,0,,0, ,1,,0,#VALUE!,0
I17,94,4,c,0,41,,41,46,0,,41,24.65352,41
I17,94,3,hp,0,40,,40,50,0,,40,27.36496,40
I17,94,2,hp,0,39,,39,49,0,,39,26.6871,39
I17,94,2,n,1,33,35,35,62,0,,35,35.49928,35.49928
I17,94,3,n,0,28,,28,55,1,,28,30.75426,28
I17,94,9,c,1,26,30,30,45,1,,24,23.97566,26
I17,94,1,n,0,20,,20,45,0,,20,23.97566,20
I17,94,1,c,1,19,21,21,38,0,,19,19.23064,19.23064
I17,94,7,hp,0,14,,14,17,1,,14,4.99558,14
I17,94,8,c,0,14,,14,31,1,,14,14.48562,14
I17,94,10,hp,0,7,,7,26,1,,7,11.09632,7
I17,94,4,n,0,2,,2, ,1,,2,#VALUE!,2
I17,94,5,hp,0,0,,0,0,1,,0,0,0
I17,94,6,c,0,0,,0,0,1,,0,0,0
I17,94,5,n,0,0,,0,11,1,,0,0.92842,0
I17,95,7,c,1,15,,,56,0,,31,31.43212,31.43212
I17,95,2,n,1,13,,,33,0,,16,15.84134,15.84134
I17,95,5,c,1,10,,,36,0,,18,17.87492,17.87492
I17,95,1,hp,1,9,15,15,23,0,,9,9.06274,9.06274
I17,95,5,n,0,8,,8,42,0,,8,21.94208,8
I17,95,3,c,1,7,,,30,0,,14,13.80776,13.80776
I17,95,1,n,1,6,11,11,28,0,,12,12.45204,12.45204
I17,95,3,n,1,2,,,26,0,,11,11.09632,11.09632
I17,95,8,c,0,0,,0,0,1,,0,0,0
I17,95,9,hp,0,0,,0,0,1,,0,0,0
I17,95,2,hp,1,,,,41,0,,21,21.26422,21.26422
I17,95,4,c,1,,,,47,0,,25,25.33138,25.33138
I17,95,6,hp,1,,,,57,0,,32,32.10998,32.10998
I17,95,4,n,1,,,,60,0,,34,34.14356,34.14356
I17,96,7,hp,0,28,,28,54,0,,28,30.0764,28
I17,96,4,hp,0,18,,18,44,0,,18,23.2978,18
I17,96,6,hp,0,14,,14,33,0,,14,15.84134,14
I17,96,3,n,0,12,,12,32,0,,12,15.16348,12
I17,96,2,n,0,6,,6,29,0,,6,13.1299,6
I17,96,2,c,1,5,,,31,0,,14,14.48562,14.48562
I17,96,1,n,0,5,,5,31,0,,5,14.48562,5
I17,96,3,c,0,4,,4,25,0,,4,10.41846,4
I17,96,5,hp,0,4,,4,42,0,,4,21.94208,4
I17,96,9,c,1,2,,,20,0,,7,7.02916,7.02916
I17,96,8,hp,0,0,,0,9,0,,0,-0.4273,0
I17,96,10,c,0,0,,0,3,0,,0,0,0
I17,96,4,n,0,0,,0,12,0,,0,1.60628,0
I17,96,5,n,0,0,,0,0,0,,0,0,0
I17,96,1,c,1,,,,34,0,,17,16.5192,16.5192
I17,97,1,c,0,0,,0,0,0,,0,0,0
I17,97,2,hp,0,0,,0,4,0,,0,0,0
I17,97,3,hp,0,0,,0, ,0,,0,#VALUE!,0
I17,97,4,hp,0,0,,0,0,0,,0,0,0
I17,97,5,hp,0,0,,0,0,0,,0,0,0
I17,97,6,hp,0,0,,0, ,0,,0,#VALUE!,0
I17,97,7,c,0,0,,0,7,0,,0,-1.78302,0
I17,97,8,c,0,0,,0,0,0,,0,0,0
I17,97,9,c,0,0,,0,0,0,,0,0,0
I17,98,2,hp,0,18,,18,37,0,,18,18.55278,18
I17,98,3,n,0,12,,12,32,0,,12,15.16348,12
I17,98,1,hp,1,11,13,13,30,0,,14,13.80776,13.80776
I17,98,1,n,0,10,,10,33,0,,10,15.84134,10
I17,98,2,n,0,10,,10,35,0,,10,17.19706,10
I17,98,3,c,0,4,,4,32,0,,4,15.16348,4
I17,98,4,n,0,3,,3,30,0,,3,13.80776,3
I17,98,4,c,0,0,,0,5,0,,0,-3.13874,0
I17,98,5,c,0,0,,0, ,0,,0,#VALUE!,0
I17,98,6,hp,0,0,,0,0,0,,0,0,0
I17,98,7,c,0,0,,0,5,0,,0,-3.13874,0
I17,99,8,c,0,26,,26,47,0,,26,25.33138,26
I17,99,9,c,0,24,,24,48,0,,24,26.00924,24
I17,99,7,hp,0,22,,22,43,0,,22,22.61994,22
I17,99,6,hp,0,20,,20,43,0,,20,22.61994,20
I17,99,12,c,0,20,,20,39,1,,20,19.9085,20
I17,99,4,n,0,20,,20,49,0,,20,26.6871,20
I17,99,5,hp,0,18,,18,37,0,,18,18.55278,18
I17,99,11,hp,0,14,,14,33,1,,14,15.84134,14
I17,99,2,n,0,14,,14,32,0,,14,15.16348,14
I17,99,5,n,0,14,,14,42,0,,14,21.94208,14
I17,99,1,n,0,13,,13,34,0,,13,16.5192,13
I17,99,4,hp,0,12,,12,28,0,,12,12.45204,12
I17,99,3,hp,0,11,,11,28,0,,11,12.45204,11
I17,99,1,c,0,10,,10,25,0,,10,10.41846,10
I17,99,2,c,0,6,,6,20,0,,6,7.02916,6
I17,99,10,c,0,5,,5,40,0,,5,20.58636,5
I17,99,3,n,0,4,,4, ,0,,4,#VALUE!,4
I17,99,6,n,0,1,,1,9,0,,1,-0.4273,1
I17,100,7,c,1,22,,,46,0,,25,24.65352,24.65352
I17,100,5,,1,21,,,49,0,,27,26.6871,26.6871
I17,100,1,hp,0,19,,19,43,0,,19,22.61994,19
I17,100,2,c,0,19,,19,42,0,,19,21.94208,19
I17,100,4,n,0,13,,13,40,0,,13,20.58636,13
I17,100,4,c,0,12,,12,50,0,,12,27.36496,12
I17,100,1,n,1,11,,,38,0,,19,19.23064,19.23064
I17,100,3,hp,1,6,10,10,24,0,,10,9.7406,9.7406
I17,100,3,n,0,6,,6,36,0,,6,17.87492,6
I17,100,9,c,0,5,,5, ,0,,5,#VALUE!,5
I17,100,6,hp,0,2,,2,15,0,,2,3.63986,2
I17,100,2,n,0,2,,2,10,0,,2,0.25056,2
I17,100,8,c,0,1,,1,20,0,,1,7.02916,1
I17,100,5,n,0,1,,1,16,0,,1,4.31772,1
I17,101,2,n,0,28,,28,49,0,,28,26.6871,28
I17,101,8,c,0,24,,24,66,0,,24,38.21072,24
I17,101,3,n,0,17,,17,38,0,,17,19.23064,17
I17,101,1,n,0,16,,16,44,0,,16,23.2978,16
I17,101,7,c,0,15,,15,35,0,,15,17.19706,15
I17,101,1,c,0,0,,0,0,0,,0,0,0
I17,101,2,hp,0,0,,0,0,0,,0,0,0
I17,101,3,c,0,0,,0,5,0,,0,-3.13874,0
I17,101,4,hp,0,0,,0,0,0,,0,0,0
I17,101,5,hp,0,0,,0,0,0,,0,0,0
I17,101,6,hp,0,0,,0,0,0,,0,0,0
I17,101,4,n,0,0,,0,4,0,,0,0,0
I17,102,4,n,0,32,,32,55,0,,32,30.75426,32
I17,102,2,n,0,26,,26,51,0,,26,28.04282,26
I17,102,1,n,0,25,,25,48,0,,25,26.00924,25
I17,102,3,n,0,18,,18,46,0,,18,24.65352,18
I17,102,6,c,0,6,,6,16,0,,6,4.31772,6
I17,102,1,hp,0,0,,0,1,0,,0,0,0
I17,102,2,c,0,0,,0,4,0,,0,0,0
I17,102,3,c,0,0,,0,4,0,,0,0,0
I17,102,4,hp,0,0,,0,4,0,,0,0,0
I17,102,5,c,0,0,,0,3,0,,0,0,0
I17,103,7,hp,0,35,,35,47,0,,35,25.33138,35
I17,103,6,hp,1,33,,,48,0,,26,26.00924,33
I17,103,8,c,0,33,,33,46,0,,33,24.65352,33
I17,103,9,c,0,32,,32,45,0,,32,23.97566,32
I17,103,2,c,0,30,,30,36,0,,30,17.87492,30
I17,103,1,c,1,25,,,34,0,,17,16.5192,25
I17,103,5,hp,0,25,,25,40,0,,25,20.58636,25
I17,103,5,n,0,24,,24,47,0,,24,25.33138,24
I17,103,4,n,0,19,,19,43,0,,19,22.61994,19
I17,103,3,hp,1,17,,,40,0,,21,20.58636,20.58636
I17,103,4,hp,0,17,,17,34,0,,17,16.5192,17
I17,103,10,c,0,13,,13,28,1,,13,12.45204,13
I17,103,3,n,0,10,,10,25,0,,10,10.41846,10
I17,103,1,n,0,0,,0,3,0,,0,0,0
I17,103,2,n,0,0,,0,2,0,,0,0,0
I17,104,1,n,0,43,,43,52,0,,43,28.72068,43
I17,104,7,hp,0,40,,40,56,0,,40,31.43212,40
I17,104,3,n,0,40,,40,53,0,,40,29.39854,40
I17,104,2,c,0,35,,35,51,0,,35,28.04282,35
I17,104,5,c,1,29,,,51,0,,28,28.04282,29
I17,104,2,n,0,23,,23,38,0,,23,19.23064,23
I17,104,5,n,0,22,,22,35,0,,22,17.19706,22
I17,104,9,hp,1,20,,,57,0,,32,32.10998,32.10998
I17,104,4,c,1,18,,,40,0,,21,20.58636,20.58636
I17,104,8,c,1,18,,,48,0,,26,26.00924,26.00924
I17,104,1,hp,0,16,,16,26,0,,16,11.09632,16
I17,104,4,n,0,16,,16,44,0,,16,23.2978,16
I17,104,6,c,1,15,19,19,47,0,,25,25.33138,25.33138
I17,104,3,hp,0,5,,5,17,0,,5,4.99558,5
I17,105,6,c,1,48,51,51,73,0,,43,42.95574,48
I17,105,1,hp,0,46,,46,75,0,,46,44.31146,46
I17,105,3,hp,0,38,,38,75,0,,38,44.31146,38
I17,105,4,c,1,31,36,36,67,0,,39,38.88858,38.88858
I17,105,2,c,1,28,32,32,53,0,,29,29.39854,29.39854
I17,105,3,n,1,20,21,21,53,0,,29,29.39854,29.39854
I17,105,1,n,1,16,,,44,0,,23,23.2978,23.2978
I17,105,6,n,0,14,,14,29,1,,14,13.1299,14
I17,105,2,n,0,9,,9,36,0,,9,17.87492,9
I17,105,11,hp,0,8,,8,30,1,,8,13.80776,8
I17,105,4,n,1,8,,,35,1,,17,17.19706,17.19706
I17,105,5,n,1,8,11,11,21,1,,8,7.70702,8
I17,105,5,hp,0,2,,2,19,0,,2,6.3513,2
I17,105,9,c,0,1,,1,5,1,,1,-3.13874,1
I17,105,7,c,0,0,,0,0,1,,0,0,0
I17,105,8,hp,0,0,,0,0,1,,0,0,0
I17,105,10,c,0,0,,0,5,1,,0,-3.13874,0
I17,106,2,n,0,45,,45,57,0,,45,32.10998,45
I17,106,3,hp,0,41,,41,45,0,,41,23.97566,41
I17,106,9,hp,1,35,41,41,54,0,,30,30.0764,35
I17,106,4,n,0,29,,29,35,0,,29,17.19706,29
I17,106,8,c,0,28,,28,52,0,,28,28.72068,28
I17,106,3,n,1,28,,,42,0,,22,21.94208,28
I17,106,6,hp,0,27,,27,47,0,,27,25.33138,27
I17,106,1,n,0,27,,27,43,0,,27,22.61994,27
I17,106,4,hp,0,26,,26,47,0,,26,25.33138,26
I17,106,2,c,0,20,,20,34,0,,20,16.5192,20
I17,106,5,hp,0,14,,14,24,0,,14,9.7406,14
I17,106,1,c,0,11,,11,16,0,,11,4.31772,11
I17,106,7,c,1,9,,,42,0,,22,21.94208,21.94208
I17,106,5,n,0,7,,7,15,0,,7,3.63986,7
I17,106,10,c,0,0,,0,0,0,,0,0,0
I17,107,6,hp,0,38,,38,52,0,,38,28.72068,38
I17,107,2,n,0,37,,37,50,0,,37,27.36496,37
I17,107,4,c,0,34,,34,50,0,,34,27.36496,34
I17,107,7,c,0,34,,34,53,0,,34,29.39854,34
I17,107,1,n,0,32,,32,46,0,,32,24.65352,32
I17,107,2,c,0,31,,31,45,0,,31,23.97566,31
I17,107,4,n,0,31,,31,49,0,,31,26.6871,31
I17,107,5,hp,1,30,32,32,48,0,,26,26.00924,30
I17,107,1,hp,1,24,26,26,39,0,,20,19.9085,24
I17,107,3,hp,0,21,,21,45,0,,21,23.97566,21
I17,107,9,hp,0,15,,15,41,1,,15,21.26422,15
I17,107,3,n,0,8,,8,23,0,,8,9.06274,8
I17,107,8,c,0,5,,5,14,1,,5,2.962,5
I17,108,1,n,0,46,,46,63,0,,46,36.17714,46
I17,108,4,n,0,31,,31,54,0,,31,30.0764,31
I17,108,3,n,0,16,,16,45,0,,16,23.97566,16
I17,108,4,hp,0,15,,15,33,0,,15,15.84134,15
I17,108,2,n,0,8,,8,30,0,,8,13.80776,8
I17,108,7,c,0,6,,6,14,0,,6,2.962,6
I17,108,1,hp,0,0,,0,5,0,,0,-3.13874,0
I17,108,2,c,0,0,,0,2,0,,0,0,0
I17,108,3,hp,0,0,,0,3,0,,0,0,0
I17,108,5,c,0,0,,0,1,0,,0,0,0
I17,108,6,hp,0,0,,0,11,0,,0,0.92842,0
I17,108,8,c,0,0,,0, ,0,,0,#VALUE!,0
I17,109,2,n,0,23,,23,56,0,,23,31.43212,23
I17,109,1,n,0,16,,16,35,0,,16,17.19706,16
I17,109,7,c,0,12,,12,38,1,,12,19.23064,12
I17,109,5,n,0,11,,11,34,0,,11,16.5192,11
I17,109,4,n,0,1,,1,11,0,,1,0.92842,1
I17,109,1,c,0,0,,0,0,0,,0,0,0
I17,109,2,c,0,0,,0,0,0,,0,0,0
I17,109,3,c,0,0,,0,0,0,,0,0,0
I17,109,4,hp,0,0,,0,39,0,,0,19.9085,0
I17,109,5,hp,0,0,,0,0,0,,0,0,0
I17,109,6,c,0,0,,0,4,0,,0,0,0
I17,109,3,n,0,0,,0,7,0,,0,-1.78302,0
I17,111,4,n,0,39,,39,62,0,,39,35.49928,39
I17,111,10,c,0,38,,38,69,0,,38,40.2443,38
I17,111,7,c,0,37,,37,65,0,,37,37.53286,37
I17,111,6,hp,0,36,,36,66,0,,36,38.21072,36
I17,111,2,c,1,35,37,37,63,0,,36,36.17714,36.17714
I17,111,4,hp,0,35,,35,63,0,,35,36.17714,35
I17,111,5,hp,0,35,,35,61,0,,35,34.82142,35
I17,111,1,c,0,34,,34,57,0,,34,32.10998,34
I17,111,3,hp,0,31,,31,62,0,,31,35.49928,31
I17,111,8,c,0,28,,28,68,0,,28,39.56644,28
I17,111,3,n,0,26,,26,50,0,,26,27.36496,26
I17,111,1,n,0,25,,25,48,0,,25,26.00924,25
I17,111,5,n,0,24,,24,50,0,,24,27.36496,24
I17,111,9,hp,0,10,,10,39,0,,10,19.9085,10
I17,111,2,n,0,9,,9,31,0,,9,14.48562,9
I17,112,8,c,0,41,,41,57,0,,41,32.10998,41
I17,112,1,n,0,27,,27,52,0,,27,28.72068,27
I17,112,5,c,0,24,,24,55,0,,24,30.75426,24
I17,112,3,n,0,24,,24,67,0,,24,38.88858,24
I17,112,7,c,1,22,24,24,55,0,,31,30.75426,30.75426
I17,112,4,c,1,21,25,25,53,0,,29,29.39854,29.39854
I17,112,2,hp,1,20,,,38,0,,19,19.23064,20
I17,112,6,hp,0,20,,20,67,0,,20,38.88858,20
I17,112,2,n,0,16,,16,57,0,,16,32.10998,16
I17,112,1,hp,1,14,,,38,0,,19,19.23064,19.23064
I17,112,4,n,0,10,,10,37,0,,10,18.55278,10
I17,112,3,hp,0,0,,0,0,0,,0,0,0
I17,113,1,n,0,46,,46,49,0,,46,26.6871,46
I17,113,7,hp,0,43,,43,55,0,,43,30.75426,43
I17,113,2,n,0,39,,39,50,0,,39,27.36496,39
I17,113,3,n,0,37,,37,45,0,,37,23.97566,37
I17,113,8,hp,0,35,,35,58,0,,35,32.78784,35
I17,113,4,hp,0,32,,32,42,0,,32,21.94208,32
I17,113,5,c,1,25,,,44,0,,23,23.2978,25
I17,113,10,hp,0,25,,25,32,1,,25,15.16348,25
I17,113,4,n,0,24,,24,44,0,,24,23.2978,24
I17,113,9,c,1,17,,,56,0,,31,31.43212,31.43212
I17,113,6,c,0,16,,16,51,0,,16,28.04282,16
I17,113,1,c,1,15,,,35,0,,17,17.19706,17.19706
I17,113,5,n,0,15,,15,35,0,,15,17.19706,15
I17,113,2,c,1,8,,,43,0,,23,22.61994,22.61994
I17,113,3,hp,0,0,,0,7,0,,0,-1.78302,0
I17,113,11,c,0,0,,0,7,1,,0,-1.78302,0
I17,114,6,c,0,37,,37,47,0,,37,25.33138,37
I17,114,3,n,0,37,,37,58,0,,37,32.78784,37
I17,114,7,hp,0,34,,34,46,0,,34,24.65352,34
I17,114,9,hp,1,28,,,48,0,,26,26.00924,28
I17,114,4,hp,0,24,,24,37,0,,24,18.55278,24
I17,114,1,c,0,23,,23,30,0,,23,13.80776,23
I17,114,8,c,1,23,,,45,0,,24,23.97566,23.97566
I17,114,2,c,0,19,,19,28,0,,19,12.45204,19
I17,114,5,hp,0,18,,18,40,0,,18,20.58636,18
I17,114,10,c,0,14,,14,29,0,,14,13.1299,14
I17,114,4,n,1,12,,,50,0,,27,27.36496,27.36496
I17,114,1,n,0,11,,11,29,0,,11,13.1299,11
I17,114,3,hp,1,8,,,40,0,,21,20.58636,20.58636
I17,114,2,n,1,6,,,49,0,,27,26.6871,26.6871
I17,114,5,n,1,0,,,25,0,,10,10.41846,10.41846
I17,115,7,hp,1,34,,,64,0,,37,36.855,36.855
I17,115,4,hp,0,30,,30,55,0,,30,30.75426,30
I17,115,1,n,1,28,34,34,59,0,,33,33.4657,33.4657
I17,115,2,c,1,20,,,49,0,,27,26.6871,26.6871
I17,115,3,n,0,18,,18,44,0,,18,23.2978,18
I17,115,2,n,0,17,,17,40,0,,17,20.58636,17
I17,115,4,n,0,17,,17,42,0,,17,21.94208,17
I17,115,6,hp,0,9,,9,22,0,,9,8.38488,9
I17,115,1,hp,0,0,,0,5,0,,0,-3.13874,0
I17,115,3,c,0,0,,0,0,0,,0,0,0
I17,115,5,c,0,0,,0,9,0,,0,-0.4273,0
I17,115,8,c,1,,,,33,0,,16,15.84134,15.84134
I17,117,5,hp,0,35,,35,42,0,,35,21.94208,35
I17,117,1,n,0,28,,28,45,0,,28,23.97566,28
I17,117,8,c,0,27,,27,53,0,,27,29.39854,27
I17,117,7,hp,1,26,,,54,0,,30,30.0764,30.0764
I17,117,3,hp,0,25,,25,41,0,,25,21.26422,25
I17,117,2,hp,0,23,,23,36,0,,23,17.87492,23
I17,117,2,n,0,16,,16,39,0,,16,19.9085,16
I17,117,1,c,0,14,,14,30,0,,14,13.80776,14
I17,117,9,hp,0,13,,13,27,1,,13,11.77418,13
I17,117,3,n,0,10,,10,35,0,,10,17.19706,10
I17,117,4,c,0,8,,8,35,0,,8,17.19706,8
I17,117,4,n,0,8,,8,25,0,,8,10.41846,8
I17,117,6,c,0,4,,4,19,0,,4,6.3513,4
I17,118,3,n,0,50,,50,58,0,,50,32.78784,50
I17,118,2,n,0,44,,44,55,0,,44,30.75426,44
I17,118,4,hp,0,37,,37,54,0,,37,30.0764,37
I17,118,4,n,0,36,,36,52,0,,36,28.72068,36
I17,118,1,c,0,34,,34,47,0,,34,25.33138,34
I17,118,6,hp,1,31,,,57,0,,32,32.10998,32.10998
I17,118,7,hp,0,28,,28,51,0,,28,28.04282,28
I17,118,1,n,0,27,,27,40,0,,27,20.58636,27
I17,118,5,c,0,26,,26,51,0,,26,28.04282,26
I17,118,5,n,0,22,,22,37,0,,22,18.55278,22
I17,118,2,hp,0,13,,13,50,0,,13,27.36496,13
I17,118,8,c,0,12,,12,32,0,,12,15.16348,12
I17,118,3,c,1,10,,,46,0,,25,24.65352,24.65352
I17,118,10,c,1,8,,,57,0,,32,32.10998,32.10998
I17,118,9,hp,1,,,,57,0,,32,32.10998,32.10998
I4,1,1,n,0,26,,26,40,0,,26,19.50154,26
I4,1,4,hp,1,23,29,29,45,0,,23,22.57564,23
I4,1,2,n,1,17,32,,52,0,,27,26.87938,26.87938
I4,1,3,n,1,16,24,24,40,0,,20,19.50154,19.50154
I4,1,1,c,0,9,,9,20,0,,9,7.20514,9
I4,1,5, ,1,8,,,35,0,,16,16.42744,16.42744
I4,1,3,c,0,0,,0,5,0,,0,-2.01716,0
I4,2,1,hp,1,22,28,28,49,0,,25,25.03492,25.03492
I4,2,2,c,1,22,,,50,0,,26,25.64974,25.64974
I4,2,4,c,1,21,25,25,48,0,,24,24.4201,24.4201
I4,2,1,n,1,15,,,39,0,,19,18.88672,18.88672
I4,2,3,hp,1,5,,,50,0,,26,25.64974,25.64974
I4,2,2,n,0,3,,3,9,0,,3,0.44212,3
I4,2,3,n,1,3,,,18,0,,6,5.9755,5.9755
I4,2,5,hp,0,0,,0,3,1,,0,0,0
I4,2,6,c,0,0,,0,1,1,,0,0,0
I4,3,1,n,1,9,,,46,0,,23,23.19046,23.19046
I4,3,2,n,0,9,,9,29,0,,9,12.73852,9
I4,3,1,c,0,0,,0,0,0,,0,0,0
I4,3,2,hp,0,0,,0,0,0,,0,0,0
I4,3,3,c,0,0,,0,0,0,,0,0,0
I4,3,4,hp,0,0,,0,0,0,,0,0,0
I4,4,2,hp,1,10,,,34,0,,16,15.81262,15.81262
I4,4,1,c,0,0,,0,0,0,,0,0,0
I4,4,3,c,0,0,,0,11,0,,0,1.67176,0
I4,4,1,n,0,0,,0,6,0,,0,-1.40234,0
I4,4,2,n,0,0,,0,0,0,,0,0,0
I4,5,9,c,1,30,34,34,49,0,,25,25.03492,30
I4,5,1,n,1,24,28,28,56,0,,29,29.33866,29.33866
I4,5,2,n,1,23,29,29,58,0,,31,30.5683,30.5683
I4,5,7,c,1,21,30,,43,0,,21,21.346,21.346
I4,5,4,hp,1,20,,,50,0,,26,25.64974,25.64974
I4,5,8,hp,1,19,34,,41,0,,20,20.11636,20.11636
I4,5,1,c,1,15,29,,41,0,,20,20.11636,20.11636
I4,5,3,n,1,13,,,63,0,,34,33.6424,33.6424
I4,5,10,hp,1,12,,,29,1,,13,12.73852,12.73852
I4,5,3,hp,0,6,,6,20,0,,6,7.20514,6
I4,5,6,c,1,5,7,7,26,0,,11,10.89406,10.89406
I4,5,4,n,1,3,,,64,0,,34,34.25722,34.25722
I4,5,5,n,1,3,,,39,0,,19,18.88672,18.88672
I4,5,11,c,1,2,5,5,14,1,,4,3.51622,3.51622
I4,5,2,hp,1,,,,31,0,,14,13.96816,13.96816
I4,5,5,hp,1,,,,49,0,,25,25.03492,25.03492
I4,7,1, ,1,37,39,39,49,0,,25,25.03492,37
I4,7,2,hp,1,28,34,,51,0,,26,26.26456,28
I4,7,3,n,1,22,,,43,0,,21,21.346,22
I4,7,1,n,1,11,,,52,0,,27,26.87938,26.87938
I4,7,2,n,1,11,,,41,0,,20,20.11636,20.11636
I4,7,4,c,0,10,,10,28,0,,10,12.1237,10
